row_index,outer_fold,b1_rmse,b4_rmse,rmse_gain_vs_b1,b4_pcc,b4_spearman,repeat,cell_line
4,0,0.5691335321927925,0.5699324082163261,-0.0007988760235335679,0.28113909794968894,0.2430480157926859,1,8505C_THYROID
5,0,0.6328186688542513,0.6358821062125529,-0.003063437358301613,0.25385399354381943,0.2171848394018129,1,A2780_OVARY
6,1,0.6709833381753637,0.6639310284819167,0.007052309693447056,0.4698337152811302,0.3761390808455933,1,A375_SKIN
7,3,0.4590959827215286,0.45867514915155266,0.00042083356997590915,0.2604137221193885,0.21028690156192534,1,ACCMESO1_PLEURA
8,0,0.5419964120825734,0.5435770942826091,-0.0015806822000357101,0.2894684473613536,0.24379614711691064,1,AGS_STOMACH
9,0,0.5594274431160874,0.5655464696424997,-0.0061190265264122745,0.1383104964078285,0.10850051438868699,1,BEN_LUNG
10,1,0.44496617672668537,0.44803672619287094,-0.003070549466185568,0.2688958301040978,0.23043608944198182,1,CAL120_BREAST
11,3,0.5808449626642486,0.5814371248077927,-0.0005921621435441837,0.3491837722081774,0.2912624638324829,1,CAL62_THYROID
12,2,0.45305422342931584,0.45794545521782243,-0.004891231788506589,0.2914853320598389,0.24335963078375594,1,CAOV3_OVARY
13,3,0.6059093609402343,0.6047008780844887,0.0012084828557455962,0.35338621199991305,0.2981590287420967,1,CJM_SKIN
14,1,0.5399869239891794,0.5434907692568661,-0.003503845267686767,0.19687474424852458,0.1759560928682285,1,COLO668_LUNG
15,2,0.5269469609509452,0.5278111721297406,-0.0008642111787954265,0.32421151089014943,0.2869167195286951,1,COLO680N_OESOPHAGUS
16,1,0.6036022478387624,0.6071895131251492,-0.003587265286386865,0.16675890502390953,0.14425886385175962,1,COV434_OVARY
